day,product_title,orders,gross_sales,discounts,returns,net_sales,total_sales
2021-09-15,Bordeaux Peplum + Dress - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-09-16,,0,0.000,0.000,0.000,0.000,0.000
2021-09-17,,0,0.000,0.000,0.000,0.000,0.000
2021-09-18,,0,0.000,0.000,0.000,0.000,0.000
2021-09-19,,0,0.000,0.000,0.000,0.000,0.000
2021-09-20,,0,0.000,0.000,0.000,0.000,0.000
2021-09-21,,0,0.000,0.000,0.000,0.000,0.000
2021-09-22,,0,0.000,0.000,0.000,0.000,0.000
2021-09-23,,0,0.000,0.000,0.000,0.000,0.000
2021-09-24,Marlow Bundle,1,12.000,0.000,0.000,12.000,12.000
2021-09-24,Bordeaux Peplum + Dress - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-09-24,Bellaire Bottoms - KNIT,3,27.000,0.000,0.000,27.000,27.000
2021-09-24,Meri Top + Dress,8,72.000,-9.000,0.000,63.000,63.000
2021-09-24,Livie Tank + Dress,1,9.000,-9.000,0.000,0.000,0.000
2021-09-24,Long Island Top - KNIT,2,18.000,-9.000,0.000,9.000,9.000
2021-09-24,Angelica Blouse + Dress,1,9.000,0.000,0.000,9.000,9.720
2021-09-24,Macy Pinafore,1,9.000,0.000,0.000,9.000,9.000
2021-09-25,Macy Pinafore,1,9.000,0.000,0.000,9.000,9.000
2021-09-25,Hastings Vest,1,9.000,0.000,0.000,9.000,9.000
2021-09-25,Bordeaux Peplum + Dress - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-09-25,Hazel Tunic,1,9.000,-9.000,0.000,0.000,0.000
2021-09-25,Long Island Top - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-09-25,Meri Top + Dress,12,108.000,-9.000,0.000,99.000,99.000
2021-09-25,Bellaire Bottoms - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-09-25,Lola Blouse,1,9.000,-9.000,0.000,0.000,0.000
2021-09-26,Long Island Top - KNIT,1,9.000,-9.000,0.000,0.000,0.000
2021-09-26,Bordeaux Peplum + Dress - KNIT,3,27.000,0.000,0.000,27.000,27.000
2021-09-26,Macy Pinafore,1,9.000,-9.000,0.000,0.000,0.000
2021-09-26,Meri Top + Dress,4,36.000,0.000,0.000,36.000,36.000
2021-09-26,Livie Tank + Dress,1,9.000,-9.000,0.000,0.000,0.000
2021-09-26,Angelica Blouse + Dress,1,9.000,0.000,0.000,9.000,9.000
2021-09-26,Ainsley Pinafore,1,9.000,0.000,0.000,9.000,9.000
2021-09-26,Lola Blouse,1,9.000,0.000,0.000,9.000,9.000
2021-09-27,Meri Top + Dress,2,18.000,0.000,0.000,18.000,18.000
2021-09-28,Bordeaux Peplum + Dress - KNIT,2,18.000,0.000,0.000,18.000,18.000
2021-09-28,Sadie Skirt,1,8.000,0.000,0.000,8.000,8.000
2021-09-28,Meri Top + Dress,5,45.000,0.000,0.000,45.000,45.630
2021-09-29,Meri Top + Dress,4,36.000,0.000,0.000,36.000,36.000
2021-09-29,Bordeaux Peplum + Dress - KNIT,1,9.000,-9.000,0.000,0.000,0.000
2021-09-29,Bellaire Bottoms - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-09-29,Sadie Skirt,1,8.000,0.000,0.000,8.000,8.000
2021-09-30,,0,0.000,0.000,0.000,0.000,0.000
2021-10-01,Marlow Bundle,1,12.000,0.000,0.000,12.000,12.000
2021-10-01,Bellaire Bottoms - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-10-01,Meri Top + Dress,4,36.000,0.000,0.000,36.000,36.000
2021-10-01,Bordeaux Peplum + Dress - KNIT,1,9.000,-9.000,0.000,0.000,0.000
2021-10-02,,0,0.000,0.000,0.000,0.000,0.000
2021-10-03,Bellaire Bottoms - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-10-03,Meri Top + Dress,1,9.000,0.000,0.000,9.000,9.000
2021-10-03,Angelica Blouse + Dress,1,9.000,-9.000,0.000,0.000,0.000
2021-10-04,Camden Dress,1,9.000,0.000,0.000,9.000,9.000
2021-10-04,Meri Top + Dress,1,9.000,0.000,0.000,9.000,9.000
2021-10-04,Sadie Skirt,1,8.000,-8.000,0.000,0.000,0.000
2021-10-05,Lola Blouse,1,9.000,0.000,0.000,9.000,9.000
2021-10-05,Duchess Dress,1,9.000,0.000,0.000,9.000,9.000
2021-10-06,Sadie Skirt,1,8.000,0.000,0.000,8.000,8.000
2021-10-06,Bordeaux Peplum + Dress - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-10-07,Meri Top + Dress,1,9.000,0.000,0.000,9.000,9.630
2021-10-07,Laurel Blouse,1,9.000,0.000,0.000,9.000,9.000
2021-10-08,Ainsley Pinafore,1,9.000,0.000,0.000,9.000,9.000
2021-10-09,Sadie Skirt,1,8.000,0.000,0.000,8.000,8.000
2021-10-10,,0,0.000,0.000,0.000,0.000,0.000
2021-10-11,,0,0.000,0.000,0.000,0.000,0.000
2021-10-12,Meri Top + Dress,1,9.000,0.000,0.000,9.000,9.000
2021-10-12,Bordeaux Peplum + Dress - KNIT,1,9.000,0.000,0.000,9.000,9.630
2021-10-13,,0,0.000,0.000,0.000,0.000,0.000
2021-10-14,,0,0.000,0.000,0.000,0.000,0.000
2021-10-15,Meri Top + Dress,1,9.000,0.000,0.000,9.000,9.000
2021-10-15,Sadie Skirt,1,8.000,0.000,0.000,8.000,8.000
2021-10-16,,0,0.000,0.000,0.000,0.000,0.000
2021-10-17,,0,0.000,0.000,0.000,0.000,0.000
2021-10-18,Meri Top + Dress,2,18.000,0.000,0.000,18.000,18.000
2021-10-19,Penny Blouse,1,9.000,-9.000,0.000,0.000,0.000
2021-10-19,Marlow Bundle,1,12.000,-12.000,0.000,0.000,0.000
2021-10-19,Camden Dress,1,9.000,-9.000,0.000,0.000,0.000
2021-10-19,Meri Top + Dress,1,9.000,0.000,0.000,9.000,9.630
2021-10-19,Duchess Dress,1,9.000,-9.000,0.000,0.000,0.000
2021-10-19,Melbourne Romper,1,9.000,-9.000,0.000,0.000,0.000
2021-10-19,Livie Tank + Dress,1,9.000,-9.000,0.000,0.000,0.000
2021-10-19,Marlow Dress,1,9.000,0.000,0.000,9.000,9.800
2021-10-19,Louisa Pinafore,1,9.000,-9.000,0.000,0.000,0.000
2021-10-19,Macy Pinafore,1,9.000,-9.000,0.000,0.000,0.000
2021-10-19,Agatha Top + Dress,1,9.000,-9.000,0.000,0.000,0.000
2021-10-19,Angelica Blouse + Dress,1,9.000,-9.000,0.000,0.000,0.000
2021-10-20,Bordeaux Peplum + Dress - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-10-21,,0,0.000,0.000,0.000,0.000,0.000
2021-10-22,,0,0.000,0.000,0.000,0.000,0.000
2021-10-23,,0,0.000,0.000,0.000,0.000,0.000
2021-10-24,Meri Top + Dress,1,9.000,0.000,0.000,9.000,9.000
2021-10-24,Penny Blouse,1,9.000,0.000,0.000,9.000,9.000
2021-10-24,Bordeaux Peplum + Dress - KNIT,4,36.000,0.000,0.000,36.000,36.000
2021-10-24,Mona Shorts,1,9.000,0.000,0.000,9.000,9.000
2021-10-24,Bellaire Bottoms - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-10-25,Meri Top + Dress,1,9.000,0.000,0.000,9.000,9.000
2021-10-25,Bellaire Bottoms - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-10-26,Cora Blouse,1,9.000,0.000,0.000,9.000,9.000
2021-10-26,Angelica Blouse + Dress,2,18.000,-5.400,0.000,12.600,12.600
2021-10-26,Sadie Skirt,1,8.000,0.000,0.000,8.000,8.000
2021-10-27,Laurel Blouse,1,9.000,0.000,0.000,9.000,9.000
2021-10-28,Angelica Blouse + Dress,1,9.000,0.000,0.000,9.000,9.000
2021-10-29,,0,0.000,0.000,0.000,0.000,0.000
2021-10-30,,0,0.000,0.000,0.000,0.000,0.000
2021-10-31,,0,0.000,0.000,0.000,0.000,0.000
2021-11-01,Meri Top + Dress,1,9.000,0.000,0.000,9.000,9.000
2021-11-02,,0,0.000,0.000,0.000,0.000,0.000
2021-11-03,Sadie Skirt,1,8.000,0.000,0.000,8.000,8.000
2021-11-03,Cora Blouse,1,9.000,0.000,0.000,9.000,9.000
2021-11-04,Bellaire Bottoms - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-11-04,Meri Top + Dress,1,9.000,0.000,0.000,9.000,9.000
2021-11-05,Hastings Vest,1,9.000,0.000,0.000,9.000,9.000
2021-11-06,,0,0.000,0.000,0.000,0.000,0.000
2021-11-07,,0,0.000,0.000,0.000,0.000,0.000
2021-11-08,Melbourne Romper,1,9.000,0.000,0.000,9.000,9.000
2021-11-08,Penny Blouse,2,18.000,0.000,0.000,18.000,18.000
2021-11-08,Raine Tote,1,8.000,0.000,0.000,8.000,8.000
2021-11-08,Lola Blouse,1,9.000,0.000,0.000,9.000,9.000
2021-11-09,,0,0.000,0.000,0.000,0.000,0.000
2021-11-10,,0,0.000,0.000,0.000,0.000,0.000
2021-11-11,,0,0.000,0.000,0.000,0.000,0.000
2021-11-12,,0,0.000,0.000,0.000,0.000,0.000
2021-11-13,,0,0.000,0.000,0.000,0.000,0.000
2021-11-14,,0,0.000,0.000,0.000,0.000,0.000
2021-11-15,,0,0.000,0.000,0.000,0.000,0.000
2021-11-16,,0,0.000,0.000,0.000,0.000,0.000
2021-11-17,,0,0.000,0.000,0.000,0.000,0.000
2021-11-18,Mona Shorts,1,9.000,0.000,0.000,9.000,9.000
2021-11-19,Louisa Pinafore,1,9.000,-9.000,0.000,0.000,0.000
2021-11-19,Sadie Skirt,1,8.000,-8.000,0.000,0.000,0.000
2021-11-19,Cora Blouse,1,9.000,-9.000,0.000,0.000,0.000
2021-11-20,,0,0.000,0.000,0.000,0.000,0.000
2021-11-21,,0,0.000,0.000,0.000,0.000,0.000
2021-11-22,Bordeaux Peplum + Dress - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-11-23,,0,0.000,0.000,0.000,0.000,0.000
2021-11-24,,0,0.000,0.000,0.000,0.000,0.000
2021-11-25,Marlow Dress,2,18.000,-7.200,0.000,10.800,10.800
2021-11-25,Marlow Bundle,1,12.000,-4.800,0.000,7.200,7.200
2021-11-25,Meri Top + Dress,2,18.000,-7.200,0.000,10.800,10.800
2021-11-25,Bordeaux Peplum + Dress - KNIT,2,18.000,-7.200,0.000,10.800,10.800
2021-11-25,Bellaire Bottoms - KNIT,1,9.000,-3.600,0.000,5.400,5.400
2021-11-25,Lola Blouse,2,18.000,-7.200,0.000,10.800,10.800
2021-11-25,Ainsley Pinafore,3,27.000,-10.800,0.000,16.200,16.200
2021-11-25,Mona Shorts,1,9.000,-3.600,0.000,5.400,5.400
2021-11-25,Cora Blouse,1,9.000,-3.600,0.000,5.400,5.400
2021-11-25,Louisa Pinafore,1,9.000,-3.600,0.000,5.400,5.400
2021-11-25,Camden Dress,1,9.000,-3.600,0.000,5.400,5.400
2021-11-26,Lola Blouse,3,27.000,-10.800,0.000,16.200,16.200
2021-11-26,Ainsley Pinafore,2,18.000,-7.200,0.000,10.800,10.800
2021-11-26,Bordeaux Peplum + Dress - KNIT,2,18.000,-7.200,0.000,10.800,10.800
2021-11-26,Bellaire Bottoms - KNIT,2,18.000,-7.200,0.000,10.800,10.800
2021-11-26,Melbourne Romper,1,9.000,-3.600,0.000,5.400,5.400
2021-11-26,Louisa Pinafore,1,9.000,-3.600,0.000,5.400,5.400
2021-11-26,Meri Top + Dress,3,27.000,-10.800,0.000,16.200,16.200
2021-11-26,Camden Dress,2,18.000,-7.200,0.000,10.800,10.800
2021-11-26,Macy Pinafore,1,9.000,-3.600,0.000,5.400,5.400
2021-11-27,Mona Shorts,1,9.000,-3.600,0.000,5.400,5.780
2021-11-27,Birdie Dress,1,10.000,-4.000,0.000,6.000,6.000
2021-11-27,Meri Top + Dress,4,36.000,-14.400,0.000,21.600,21.600
2021-11-27,Duchess Dress,1,9.000,-3.600,0.000,5.400,5.400
2021-11-27,Raine Tote,1,8.000,-3.200,0.000,4.800,4.800
2021-11-27,Laurel Blouse,1,9.000,-3.600,0.000,5.400,5.400
2021-11-27,Lola Blouse,1,9.000,-3.600,0.000,5.400,5.400
2021-11-28,Laurel Blouse,1,9.000,0.000,0.000,9.000,9.000
2021-11-28,Marlow Bundle,1,12.000,-4.800,0.000,7.200,7.200
2021-11-28,Duchess Dress,1,9.000,-3.600,0.000,5.400,5.400
2021-11-28,Angelica Blouse + Dress,1,9.000,-3.600,0.000,5.400,5.400
2021-11-29,,0,0.000,0.000,0.000,0.000,0.000
2021-11-30,,0,0.000,0.000,0.000,0.000,0.000
2021-12-01,,0,0.000,0.000,0.000,0.000,0.000
2021-12-02,,0,0.000,0.000,0.000,0.000,0.000
2021-12-03,,0,0.000,0.000,0.000,0.000,0.000
2021-12-04,Camden Dress,1,9.000,0.000,0.000,9.000,9.000
2021-12-05,Long Island Top - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-12-06,,0,0.000,0.000,0.000,0.000,0.000
2021-12-07,Louisa Pinafore,1,9.000,-9.000,0.000,0.000,0.000
2021-12-07,Agatha Top + Dress,1,9.000,-9.000,0.000,0.000,0.000
2021-12-08,,0,0.000,0.000,0.000,0.000,0.000
2021-12-09,,0,0.000,0.000,0.000,0.000,0.000
2021-12-10,Penny Blouse,1,9.000,0.000,0.000,9.000,9.000
2021-12-11,,0,0.000,0.000,0.000,0.000,0.000
2021-12-12,Mona Shorts,1,9.000,0.000,0.000,9.000,9.000
2021-12-12,Hillary Skirt,1,8.000,0.000,0.000,8.000,8.000
2021-12-12,Bordeaux Peplum + Dress - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-12-13,Lola Blouse,1,9.000,0.000,0.000,9.000,9.000
2021-12-13,Bellaire Bottoms - KNIT,1,9.000,0.000,0.000,9.000,9.000
2021-12-14,,0,0.000,0.000,0.000,0.000,0.000
2021-12-15,,0,0.000,0.000,0.000,0.000,0.000
2021-12-16,Meri Top + Dress,1,9.000,0.000,0.000,9.000,9.000
2021-12-17,Marlow Bundle,1,12.000,-12.000,0.000,0.000,0.000
2021-12-18,,0,0.000,0.000,0.000,0.000,0.000
2021-12-19,,0,0.000,0.000,0.000,0.000,0.000
2021-12-20,Duchess Dress,1,9.000,0.000,0.000,9.000,9.000
2021-12-20,Angelica Blouse + Dress,1,9.000,0.000,0.000,9.000,9.000
2021-12-20,Hazel Tunic,1,9.000,0.000,0.000,9.000,9.000
2021-12-21,Hastings Vest,1,9.000,0.000,0.000,9.000,9.000
2021-12-21,Melbourne Romper,1,9.000,0.000,0.000,9.000,9.000
2021-12-21,Cora Blouse,1,9.000,0.000,0.000,9.000,9.000
2021-12-21,Lola Blouse,1,9.000,0.000,0.000,9.000,9.000
2021-12-21,Agatha Top + Dress,1,9.000,0.000,0.000,9.000,9.000
2021-12-22,Louisa Pinafore,1,9.000,0.000,0.000,9.000,9.000
2021-12-23,,0,0.000,0.000,0.000,0.000,0.000
2021-12-24,,0,0.000,0.000,0.000,0.000,0.000
2021-12-25,,0,0.000,0.000,0.000,0.000,0.000
2021-12-26,,0,0.000,0.000,0.000,0.000,0.000
2021-12-27,Camden Dress,1,9.000,0.000,0.000,9.000,9.000
2021-12-27,Sadie Skirt,1,8.000,0.000,0.000,8.000,8.000
2021-12-27,Marlow Dress,1,9.000,0.000,0.000,9.000,9.000
2021-12-27,Laurel Blouse,1,9.000,0.000,0.000,9.000,9.000
2021-12-28,,0,0.000,0.000,0.000,0.000,0.000
2021-12-29,,0,0.000,0.000,0.000,0.000,0.000
2021-12-30,,0,0.000,0.000,0.000,0.000,0.000
2021-12-31,,0,0.000,0.000,0.000,0.000,0.000
2022-01-01,,0,0.000,0.000,0.000,0.000,0.000
2022-01-02,,0,0.000,0.000,0.000,0.000,0.000
2022-01-03,,0,0.000,0.000,0.000,0.000,0.000
2022-01-04,,0,0.000,0.000,0.000,0.000,0.000
2022-01-05,,0,0.000,0.000,0.000,0.000,0.000
2022-01-06,Agatha Top + Dress,1,9.000,0.000,0.000,9.000,9.000
2022-01-06,Cora Blouse,1,9.000,0.000,0.000,9.000,9.000
2022-01-06,Marlow Dress,1,9.000,0.000,0.000,9.000,9.000
2022-01-07,Lola Blouse,1,9.000,0.000,0.000,9.000,9.000
2022-01-08,,0,0.000,0.000,0.000,0.000,0.000
2022-01-09,Marlow Bundle,1,12.000,0.000,0.000,12.000,12.000
2022-01-10,,0,0.000,0.000,0.000,0.000,0.000
2022-01-11,Angelica Blouse + Dress,1,9.000,0.000,0.000,9.000,9.000
2022-01-12,,0,0.000,0.000,0.000,0.000,0.000
2022-01-13,Bellaire Bottoms - KNIT,1,9.000,0.000,0.000,9.000,9.000
2022-01-14,Birdie Dress,1,10.000,-6.320,0.000,3.680,3.680
2022-01-14,Bellaire Bottoms - KNIT,1,9.000,-5.680,0.000,3.320,3.320
2022-01-14,Meri Top + Dress,1,9.000,0.000,0.000,9.000,9.000
2022-01-15,Bordeaux Peplum + Dress - KNIT,1,9.000,-9.000,0.000,0.000,0.000
2022-01-16,Marlow Bundle,1,12.000,-12.000,0.000,0.000,0.000
2022-01-17,,0,0.000,0.000,0.000,0.000,0.000
2022-01-18,,0,0.000,0.000,0.000,0.000,0.000
2022-01-19,Camden Dress,1,9.000,0.000,0.000,9.000,9.000
2022-01-19,Melbourne Romper,3,27.000,0.000,-9.000,18.000,18.000
2022-01-20,,0,0.000,0.000,0.000,0.000,0.000
2022-01-21,Agatha Top + Dress,2,18.000,0.000,0.000,18.000,18.000
2022-01-21,Macy Pinafore,1,9.000,0.000,0.000,9.000,9.000
2022-01-21,Melbourne Romper,15,135.000,0.000,0.000,135.000,135.630
2022-01-21,Duchess Dress,2,18.000,0.000,0.000,18.000,18.000
2022-01-21,Mona Shorts,1,9.000,0.000,0.000,9.000,9.000
2022-01-21,Marlow Bundle,1,12.000,0.000,0.000,12.000,12.000
2022-01-22,Marlow Bundle,1,12.000,0.000,0.000,12.000,12.000
2022-01-22,Bordeaux Peplum + Dress - KNIT,1,9.000,0.000,0.000,9.000,9.000
2022-01-22,Sadie Skirt,1,8.000,0.000,0.000,8.000,8.000
2022-01-22,Melbourne Romper,3,27.000,0.000,0.000,27.000,27.000
2022-01-22,Long Island Top - KNIT,1,9.000,0.000,0.000,9.000,9.000
2022-01-22,Mona Shorts,1,9.000,0.000,0.000,9.000,9.000
2022-01-23,Meri Top + Dress,1,9.000,0.000,0.000,9.000,9.000
2022-01-24,,0,0.000,0.000,-18.000,-18.000,-18.000
2022-01-24,Angelica Blouse + Dress,1,9.000,0.000,0.000,9.000,9.000
2022-01-24,Macy Pinafore,1,9.000,0.000,0.000,9.000,9.000
2022-01-24,Penny Blouse,1,9.000,0.000,0.000,9.000,9.000
2022-01-25,Melbourne Romper,2,18.000,0.000,0.000,18.000,18.000
2022-01-25,Penny Blouse,1,9.000,0.000,0.000,9.000,9.000
2022-01-25,Macy Pinafore,1,9.000,0.000,0.000,9.000,9.000
2022-01-25,Mona Shorts,1,9.000,0.000,0.000,9.000,9.000
2022-01-26,Melbourne Romper,2,18.000,0.000,0.000,18.000,18.000
2022-01-26,Penny Blouse,1,9.000,0.000,0.000,9.000,9.000
2022-01-27,,0,0.000,0.000,0.000,0.000,0.000
2022-01-28,Melbourne Romper,3,27.000,0.000,0.000,27.000,27.000
2022-01-28,Penny Blouse,1,9.000,0.000,0.000,9.000,9.000
2022-01-28,Macy Pinafore,2,18.000,0.000,0.000,18.000,18.000
2022-01-28,Lola Blouse,1,9.000,0.000,0.000,9.000,9.000
2022-01-29,Livie Tank + Dress,1,9.000,0.000,0.000,9.000,9.000
2022-01-29,Lola Blouse,1,9.000,0.000,0.000,9.000,9.000
2022-01-30,Macy Pinafore,2,18.000,-4.000,0.000,14.000,14.000
2022-01-30,Melbourne Romper,2,18.000,-4.000,0.000,14.000,14.000
2022-01-30,Penny Blouse,1,9.000,-4.000,0.000,5.000,5.000
2022-01-31,Ainsley Pinafore,1,9.000,0.000,0.000,9.000,9.000
2022-01-31,Melbourne Romper,1,9.000,0.000,0.000,9.000,9.630
2022-01-31,Penny Blouse,1,9.000,0.000,0.000,9.000,9.000
2022-01-31,Agatha Top + Dress,1,9.000,0.000,0.000,9.000,9.000
2022-01-31,Birdie Dress,1,10.000,0.000,0.000,10.000,10.000
2022-01-31,Mona Shorts,2,18.000,0.000,0.000,18.000,18.000
2022-01-31,Laurel Blouse,1,9.000,0.000,0.000,9.000,9.000
2022-01-31,Angelica Blouse + Dress,1,9.000,0.000,0.000,9.000,9.000
2022-02-01,Melbourne Romper,1,9.000,0.000,0.000,9.000,9.000
2022-02-01,Penny Blouse,2,18.000,0.000,0.000,18.000,18.000
2022-02-01,Bordeaux Peplum + Dress - KNIT,1,9.000,0.000,0.000,9.000,9.000
2022-02-01,Camden Dress,5,45.000,0.000,0.000,45.000,45.630
2022-02-01,Marlow Bundle,1,12.000,0.000,0.000,12.000,12.000
2022-02-01,Angelica Blouse + Dress,1,9.000,0.000,0.000,9.000,9.000
2022-02-01,Macy Pinafore,1,9.000,0.000,0.000,9.000,9.000
2022-02-01,USPS - A0 file,1,16.000,0.000,0.000,16.000,16.000
2022-02-01,Bellaire Bottoms - KNIT,1,9.000,0.000,0.000,9.000,9.000
2022-02-01,Meri Top + Dress,1,9.000,0.000,0.000,9.000,9.000
2022-02-01,Lottie Bonnet,1,6.000,0.000,0.000,6.000,6.000
2022-02-01,Long Island Top - KNIT,1,9.000,0.000,0.000,9.000,9.000
2022-02-02,Penny Blouse,3,27.000,0.000,0.000,27.000,27.630
2022-02-02,Meri Top + Dress,1,9.000,0.000,0.000,9.000,9.000
2022-02-02,Birdie Dress,1,10.000,0.000,0.000,10.000,10.000
2022-02-02,Duchess Dress,1,9.000,0.000,0.000,9.000,9.630
2022-02-02,Bellaire Bottoms - KNIT,1,9.000,0.000,0.000,9.000,9.000
2022-02-02,Cora Blouse,1,9.000,0.000,0.000,9.000,9.630
2022-02-02,Louisa Pinafore,1,9.000,0.000,0.000,9.000,9.000
2022-02-02,Hazel Tunic,1,9.000,0.000,0.000,9.000,9.630
2022-02-02,Camden Dress,5,45.000,0.000,0.000,45.000,45.630
2022-02-03,Macy Pinafore,1,9.000,0.000,0.000,9.000,9.000
